,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
20,10361,10641,9487,8954,8708,7664,7031,6702,7131,6276,5843,5858,5906,5489,5274,4806,3981,3715,3695,3029,1,3055,3757,5502,6610,7166,7732,6323,6751,7427,8061,9352,7570,8165,8280,8342,8826,9865,10538,11359,13200,11931,11086,10156,10390,11105,9651,10556,10640,12530,11044,10895,10862,9536,7747,7704,7393,7278,7654,7430,7279,6783,6165,5649,4833,4431,4539,3810,3628,4289,6082,6741,7570,9113,9803,11365,11395,10952,10963,11229,11802,11345,12660,12975,14467,13889,15259,16182,17677,17574,16792,17475,15654,14726,14012,13628,12064,12530,13515,12247,12075,12559,13142,13584,12886,11320,9976,9686,9520,10771,10691,11776,10431,8924,7678,7104,7074,6400,8363,8114,9708,9270,9854,15111,11514,13280,13027,15094,14995,16468,12872,14701,14050,15166,15152,13923,15147,15591,17661,16662,20377,19679,20019,20149,20956,21028,18412,17687,17028,15638,14665,14886,14395,13714,14179,15153,16397,15698,15595,15536,16891,16405,14224,13564,12480,6981,7485,8734,11142,9473,10190,7825,9226,10805,12745,12315,13121,13840,15435,15084,17702,17403,12141,12899,13614,15259,15534,16336,17321,17756,11289,11806,11697,13442,13394,14423,14227,14702,14391,18051,18961,21525,20911,21667,22368,23954,23935
21,11909,12189,11035,10502,10256,9212,8579,8250,8679,7319,6404,5779,5673,4879,4664,4196,3371,3113,3414,2714,3087,1,1529,3401,4530,5888,6510,5740,6168,7276,7918,9295,7386,7981,8223,8285,8769,9795,10395,11216,13057,11788,10943,9861,10653,11707,11370,12104,12188,14078,12592,12443,12410,11084,9178,8351,7979,7257,7044,6820,6669,6423,5925,5409,4593,3861,3827,3491,3254,1949,3786,4286,5118,6661,7351,9277,9691,10047,10820,11086,11659,11202,12603,12918,14410,13832,15202,16039,18039,17431,16649,17332,15511,14583,13869,13485,11769,12235,13337,13252,13670,14107,14690,15132,14434,11906,9366,9076,8910,10151,10071,11156,10191,8481,7012,6438,6333,5659,5860,5611,7580,7142,7726,12659,9062,10828,10575,12642,12543,14016,11967,14311,13907,15023,15009,13780,15090,15534,17604,16605,20234,19536,19876,20006,20813,20885,18269,17544,16885,15495,14370,14591,14997,15433,15898,16701,17945,17246,17723,17240,18421,17935,15512,14934,13850,4901,5397,6282,8690,7021,7738,7682,9083,10662,12602,12172,12978,13697,15292,14941,17559,17260,11998,12842,13557,15202,15866,16279,17178,17613,11146,11663,11402,13299,13099,14280,14583,14559,14096,18413,19323,21382,20768,21524,22213,23799,23780
22,12506,12786,11632,11099,10853,9809,9176,8847,9276,7916,7001,6376,6270,5476,5261,4793,3968,3710,4047,3381,3684,906,1,2282,3411,4769,5391,4621,5049,6157,6799,8176,6267,6862,7104,7166,7650,8676,9276,10097,11938,10669,9824,9997,10857,12112,12528,12701,12785,14675,13189,13040,13007,11681,9775,8948,8576,7854,7641,7417,7266,7020,6517,6001,5185,4591,4891,4162,3983,2679,3248,3372,4201,5744,6434,8158,8572,8928,9701,9967,10540,10083,11484,11799,13291,12713,14083,14920,16920,16312,15530,16213,14392,13464,12750,12366,11973,12439,13541,13625,14043,14704,15287,15729,15031,12503,9963,9673,9507,10748,10668,11753,10783,9211,7742,7168,7063,6389,5768,5100,6461,6023,6607,11742,8145,9911,9716,11783,11684,13092,10848,13192,12788,13904,13890,12661,13971,14415,16485,15486,19115,18417,18757,18887,19694,19766,17150,16425,15766,14376,14574,14795,15172,16787,17252,17298,18903,17843,18320,17837,19018,18532,16109,15531,14447,3782,4278,5365,7773,6097,6821,6563,7964,9543,11483,11053,11859,12578,14173,13822,16440,16141,10879,11723,12438,14083,14747,15160,16059,16494,10027,10544,11735,12180,13303,13161,13464,13440,14281,17294,18204,20263,19649,20405,21094,22680,22661
23,13692,13972,12818,12285,12039,10995,10362,10033,10462,9607,8708,8083,7977,7183,6968,6500,5675,5417,5754,5088,5391,2619,1852,1,2054,3412,4034,3704,4132,5240,6242,7487,5442,6037,6206,6282,6766,7805,8479,8970,10993,10467,9546,10754,11614,12869,13285,13887,13971,15861,14375,14226,14193,12867,11482,10655,10283,9561,9348,9124,8973,8727,7973,7708,6716,5570,5536,5279,4963,3658,4161,2749,3578,4521,5211,6801,7215,7314,8024,8480,9053,9783,10586,10901,12393,12449,13708,13534,16537,15154,14372,15055,13234,12337,11805,12466,12730,13196,14298,14382,14800,15890,16473,16915,16217,14210,11670,11380,11214,12455,12375,13460,12246,10190,8721,8147,8042,7368,6455,6206,6081,5643,6227,10541,6936,8702,8271,10524,10172,11854,9234,11578,10910,12351,13099,12361,13073,13517,15587,14588,18663,17965,18305,18435,19242,19314,15992,15267,14845,14503,15331,15552,15929,17544,18009,18484,19660,19029,18926,19544,20725,20239,17816,17238,16154,2425,2921,4145,6550,4859,5612,6006,7100,8615,11183,9926,10732,11644,13046,13281,15495,15196,9752,10825,11540,13602,13361,14262,15607,16042,10784,11301,12492,12937,14060,13918,14221,14197,15038,16911,17821,19811,19197,19953,20711,22297,22278
24,15265,15545,14391,13858,13612,12568,11935,11606,12035,11180,10281,9656,9550,8756,8541,8073,7248,6990,6746,6046,6964,4192,3425,2537,1,2538,3160,3612,4040,5148,5838,7393,5348,5943,6112,6188,6672,7711,8385,9262,11673,11147,11290,11987,13044,14299,14735,15541,15986,17434,15948,15799,15766,14440,13055,12228,11856,11134,10921,10697,10546,9875,8379,7815,7122,5976,5942,5685,5369,4064,4567,3138,3967,3647,4337,5849,6263,6837,7547,8003,8576,8949,10492,10807,12299,11431,12690,13859,15519,15287,14505,15188,13367,13171,12485,13146,13948,14447,15516,15590,16008,17611,18152,18526,17790,15783,13243,12953,12042,12992,12912,13997,12652,10596,9127,8553,8448,7774,6844,6595,6652,6214,6616,9667,6062,7828,7397,9650,9298,10980,8757,11101,10433,11874,12622,11615,12979,13423,15493,14446,17645,16947,17287,17417,18224,18296,16125,15400,15525,15183,16540,16761,17138,18273,18737,19559,20878,20640,21311,21117,22298,21812,19389,18811,17727,1551,1969,3271,5676,3985,4738,5602,6793,8138,10437,10760,11566,12324,13880,13961,16175,15876,10044,10731,11446,12584,13705,13822,14589,15024,12002,12519,13710,14155,15278,15136,15439,15415,16266,15893,16803,18793,18179,18935,19693,21279,21260
25,14854,15134,13980,13447,13201,12157,11524,11195,11624,10769,9870,9245,9139,8345,8130,7662,6837,6579,6916,6250,6553,3781,3014,2126,2144,1,3087,3201,3629,4737,5427,6982,4937,5532,5701,5777,6261,7300,7974,8851,11262,10736,10879,11576,12633,13888,14447,15130,15575,17023,15537,15388,15355,14029,12644,11817,11445,10723,10510,10286,10135,9889,9191,8627,7934,6788,6754,6497,6181,4876,5379,3950,4779,3663,4353,5833,6247,6764,7474,7930,8503,9072,10081,10396,11888,11358,12617,13120,15446,14876,14094,14777,12956,12760,12074,12735,13537,14036,15105,15179,15597,17200,17741,18115,17379,15372,12832,12542,12376,13617,13537,14622,13464,11408,9939,9365,9260,8586,7656,7332,6552,6114,6601,9567,5970,7736,7483,9550,9451,10964,8684,11028,10360,11801,12549,11650,12568,13012,15082,14083,17572,16874,17214,17344,18151,18223,15714,14989,15114,14772,16129,16350,16727,17862,18326,19148,20467,20229,20900,20706,21887,21401,18978,18400,17316,1478,1953,3284,5692,3969,4646,5191,6382,8065,10472,10349,11155,11913,13469,13550,15764,15465,9633,10320,11035,12511,12955,13757,14516,14951,11591,12108,13299,13744,14867,14725,15028,15004,15855,15820,16730,18720,18106,18862,19620,21206,21187
26,15489,15769,14615,14082,13836,12792,12159,11830,12259,11404,11322,10697,10591,9797,9582,9114,8289,8031,8368,7702,8005,5233,4466,3609,3634,1490,1,1690,2118,3226,4097,7291,5396,5296,5813,5722,6115,7595,7661,8538,11791,11265,11561,12105,13162,14417,15279,15659,16104,17658,16172,16023,15990,14664,12875,12832,12897,12175,11962,11738,11587,11341,10681,10322,9424,8278,8244,7987,7671,6366,6869,5440,6269,5197,5391,4759,4931,4586,5296,5660,6233,6606,8286,8464,9597,9088,10347,11516,13176,13798,13016,13699,11878,12525,12603,13264,14066,14565,15634,15708,16126,17729,18270,18644,18014,16824,14284,13994,13828,15069,14989,16074,14954,12898,11429,10855,10750,10076,9146,8866,8086,7648,8135,11101,7504,9270,8100,10011,9882,11169,6506,8850,8182,9623,10371,9272,10594,11038,13240,12103,15302,14604,14944,15074,15881,15953,14636,13911,14932,15301,16658,16879,17256,18391,18855,19677,20996,20758,21429,20664,22019,21533,19352,18692,17608,2220,3443,4818,6335,5459,6180,3861,4936,5795,8094,10036,10842,12442,13122,14079,16293,15428,8442,8994,9709,10241,11362,11479,12246,12681,12120,12637,13828,14273,15396,15254,15557,15533,16384,13550,14460,16450,15836,16592,17350,18936,18917
27,14191,14471,13317,12784,12538,11494,10861,10532,10961,10106,9879,9894,10345,9551,9336,8868,8043,7785,8122,7456,6540,4987,4230,3371,3618,2369,1899,1,832,1940,2811,6005,4193,4010,4527,4436,4829,6309,6375,7252,10493,9967,9812,10807,11864,13119,13257,14361,14806,16360,14874,14725,14692,13366,11577,11534,11682,11929,11716,11492,11341,11095,10592,10076,9260,8138,8104,8237,7531,6226,6729,5300,6129,5213,5834,5170,5342,5012,5112,5378,5951,6340,7409,7724,9216,9006,10068,10508,13094,12512,11730,12413,10592,11239,11305,11966,12768,13267,14336,14410,14828,16431,16972,17346,16716,15495,14038,13748,13582,14823,14743,15828,14858,12758,11289,10715,10610,9936,9006,8882,8102,7664,8151,11117,7520,9286,9033,11100,10308,11595,6932,8850,8199,9640,10147,8918,9882,10326,12410,11411,15220,14522,14862,14992,15799,15871,13350,12625,13646,14003,15360,15581,15958,17093,17557,18379,19698,19460,20131,19366,20721,20235,18054,17394,16310,3035,3510,4834,6778,5528,6196,2575,3650,5513,7740,8750,9556,11144,11836,12781,14720,14142,7156,7708,8423,10159,10343,11085,12164,12599,10822,11339,12530,12975,14098,13956,14259,14235,15086,13468,14378,16368,15754,16510,17268,18854,18835
28,13389,13403,12557,12180,11934,10890,10257,9928,10357,9908,10469,10343,10833,10251,10036,9568,8743,8485,8822,8156,7240,5687,4930,4071,4318,3069,2599,1103,1,1108,1979,5173,3361,3178,3695,3604,3997,5477,5543,6420,9428,8902,8980,9742,10799,12054,12425,13296,13741,16166,14680,14531,14498,13172,11379,11336,11484,11939,12416,12192,12041,11795,11292,10776,9960,8838,8804,8937,8231,6926,7429,6000,6829,5913,6534,5870,6042,5513,4578,4844,5260,5508,6577,6892,8384,8174,9236,9676,12262,11680,10898,11581,9760,10407,10240,10901,11703,12202,13271,13345,13763,15366,15907,16281,15648,15297,14738,14448,14282,15523,15443,16528,15558,13458,11989,11415,11310,10636,9706,9582,8802,8364,8851,11817,8220,9986,9733,10694,11008,12295,7632,8316,7665,9329,9315,8086,9050,9494,11578,10579,14388,13690,14030,14160,14967,15039,12518,11793,12814,12938,14295,14516,14893,16028,16492,17314,18633,18395,19066,19172,20333,19805,17561,16898,15814,3735,4210,5534,7478,6228,6896,1743,2818,4719,6908,7918,8724,10079,11004,11716,13888,13310,6324,6876,7591,9327,9511,10253,11332,11767,9757,10274,11465,11910,13033,12891,13194,13170,14021,12636,13546,15536,14922,15678,16436,18022,18003
29,12927,12941,12463,11930,11684,10640,10007,9678,10107,9252,9813,9687,10177,10990,10775,10307,9482,9224,9561,8895,7505,6426,5669,4810,5057,3808,3338,1842,1469,1,1517,4711,2899,2716,3233,3142,3535,5015,5081,5958,8966,8440,8518,9280,10337,11592,11963,12834,13279,15506,14020,13871,13838,12512,10723,10680,10828,11283,12033,12931,12780,12534,12031,11515,10699,9577,9543,9676,8970,7665,8168,6739,7568,6652,7273,6371,6543,5239,4304,4570,5143,4686,5908,6223,7715,7246,8611,9214,11440,11218,10436,11119,9298,9945,9778,10439,11241,11740,12809,12883,13301,14904,15445,15819,15186,14641,14549,15187,15021,16262,16182,17267,16297,14197,12728,12154,12049,11375,10445,10321,9541,9103,9590,12556,8959,10725,10472,11662,11533,12820,7511,8042,7391,8507,8493,7264,8341,8785,10909,9910,13566,12868,13208,13338,14145,14217,12056,11331,12352,12476,13833,14054,14431,15566,16030,16852,18171,17933,18604,18512,19867,19381,17200,16540,15456,4474,4949,6273,8217,6967,7635,1281,2356,4146,6086,7456,8262,9617,10542,11254,13426,12848,5862,6414,7129,8505,9049,9584,10510,10945,9295,9812,11003,11448,12571,12429,12732,12708,13559,11814,12724,14714,14100,14856,15614,17200,17181
30,12089,12103,11257,10880,10634,9590,8957,8628,9057,9706,10267,10508,10776,11776,11561,11093,10268,10010,10347,9681,8528,7212,6455,5596,5926,4623,4321,2825,2452,984,1,3873,2061,1878,2395,2304,2697,4177,4243,5120,8128,7602,7680,8442,9499,10754,11125,11996,12441,14866,13380,13231,13198,11872,11144,11101,11249,11864,12632,13717,13566,13320,12817,12301,11485,10231,10197,10462,9624,8319,8822,7410,8239,7438,8128,7354,7526,6222,5287,4891,4205,4208,5277,5592,7084,6874,7936,8376,10962,10380,9598,10281,8460,9107,8940,9601,10403,10902,11971,12045,12463,14066,14607,14981,14348,15062,15148,15973,15807,17048,16968,18053,17083,14851,13382,12808,12703,12029,11116,11107,10327,9889,10376,13342,9745,11511,11258,12645,12516,13803,8494,8991,8533,8029,8015,6786,7750,8194,10278,9279,13088,12390,12730,12860,13667,13739,11218,10493,11514,11638,12995,13216,13593,14728,15192,16014,17333,17095,17766,17872,19033,18505,16261,15598,14514,5260,5735,7059,9200,7753,8421,443,1518,3664,5608,6618,7424,8779,9704,10416,12588,12010,5024,5576,6291,8027,8211,8953,10032,10467,8457,8974,10165,10610,11733,11591,11894,11870,12721,11336,12246,14236,13622,14378,15136,16722,16703
31,12443,12457,11802,11269,11023,9979,9346,9017,9446,9374,9935,9809,10299,11068,10853,10385,9560,9302,9639,8973,7627,6504,5747,4888,5218,3915,4453,3080,2843,1375,1070,1,2282,2227,2744,2653,3046,4526,4592,5469,8940,8414,8034,9254,10311,11566,11479,12808,13253,15072,13586,13437,13404,12078,10845,10802,10950,11405,12155,13009,12858,12612,12109,11593,10777,9523,9489,9754,8916,7611,8114,6702,7531,6730,7420,7620,7792,6488,5553,5302,4616,4611,5837,6152,7644,7277,8536,8725,11365,10729,9947,10630,8809,9456,9752,10413,11215,11714,12783,12857,13275,14878,15419,15793,14702,14763,15555,15265,15099,16340,16260,17345,16375,14143,12674,12100,11995,11321,10408,10399,9619,9181,9668,12634,9037,10803,10550,12617,12518,14069,8760,9291,8640,8432,8418,7189,8270,8714,10838,9839,13491,12793,13133,13263,14070,14142,11567,10842,11863,12450,13807,14028,14405,15540,16004,16826,18145,17907,18578,18078,19239,19281,16467,15804,14720,4552,5027,6351,8759,7045,7713,834,1928,4075,6011,6967,7773,9591,10053,11228,12937,12359,5373,5925,6640,8430,8560,9513,10435,10870,9269,9786,10977,11422,12545,12403,12706,12682,13533,11739,12649,14639,14025,14781,15539,17125,17106
32,10807,10821,9975,9882,9636,8592,7959,7630,8592,9495,10056,9930,10420,11428,11213,10745,9920,9662,9545,8879,7748,6864,5872,5209,5399,4925,5463,3983,3610,2142,1837,2501,1,1051,1220,1296,1780,2819,3493,4370,6781,6255,6398,7095,8152,9407,9843,10649,11094,13494,12008,11859,11826,10500,10966,10923,11071,11526,12276,13369,13218,12972,12015,11499,10683,9919,9885,9628,9312,8007,8510,7081,7910,7740,8430,8601,8773,7469,6534,6061,5375,5378,5600,5915,7407,6829,8199,8639,10617,10395,9613,10296,8475,8279,7593,8254,9056,9555,10624,10698,11116,12719,13260,13634,13066,14884,14792,15625,15459,16700,16620,17705,16595,14539,13070,12496,12391,11717,10787,10538,10629,10191,10678,13644,10047,11813,11560,13627,13528,15050,9741,10161,9703,9199,9185,7956,8087,8531,10601,9602,12834,12136,12476,12606,13413,13485,11233,10508,10633,10291,11648,11869,12246,13381,13845,14667,15986,15748,16419,16500,17661,17133,14889,14226,13142,5562,6037,7361,9769,8055,8723,1601,2688,4834,6778,5868,6674,7432,8988,9069,11283,10984,5152,5839,6554,8199,8474,9276,9778,10213,7110,7627,8818,9263,10386,10244,10547,10523,11374,10991,11901,13982,13368,14124,15308,16894,16875
33,10515,10529,9683,9590,9344,8300,7667,7338,8988,9700,10261,10276,10766,11774,11559,11091,10266,10008,9891,9225,8094,7210,6218,5555,5745,5271,5809,4133,3760,2292,1987,2209,802,1,928,1004,1488,2527,3201,4078,6489,5963,6106,6803,7860,9115,9551,10357,10802,13202,11716,11567,11534,10208,11363,11174,11322,11872,12622,13715,13564,13318,12361,11845,11029,10265,10231,9974,9658,8353,8856,7427,8256,8086,8776,8662,8834,7530,6595,6156,5470,5473,5308,5623,7115,6537,7907,8347,10325,10103,9321,10004,8183,7987,7301,7962,8764,9263,10332,10406,10824,12427,12968,13342,12774,15271,15138,15971,15805,17046,16966,18051,16941,14885,13416,12842,12737,12063,11133,10884,10975,10537,11024,13990,10393,12159,11906,13973,13874,15111,9802,10333,9798,9294,9280,8406,7795,8239,10309,9310,12542,11844,12184,12314,13121,13193,10941,10216,10341,9999,11356,11577,11954,13089,13553,14375,15694,15456,16127,16208,17369,16841,14597,13934,12850,5908,6383,7707,10115,8401,9069,1751,2783,4929,6873,5576,6382,7140,8696,8777,10991,10692,4860,5547,6262,7907,8182,8984,9486,9921,6818,7335,8526,8971,10094,9952,10255,10231,11082,10699,11609,13690,13076,13832,15016,16602,16583
34,10368,10382,9536,9297,9051,8639,8006,7677,9327,10039,10600,10889,11203,11822,12326,11858,11033,10775,10638,9972,8841,7825,7071,6322,6512,6038,5692,4196,3823,2355,2050,2548,1569,1526,1,499,982,2380,3054,3931,6342,5816,5959,6656,7713,8968,9404,10210,10655,12735,11564,11415,11382,10547,11702,11513,11661,12276,13059,13887,13777,13443,13200,12684,11776,11032,10998,10753,10425,9120,9623,8194,9023,8853,9543,8725,8897,7593,6658,6427,5741,5536,4678,4993,6485,5907,7277,7717,9695,9347,8565,9248,7427,7840,7154,7815,8617,9116,10185,10259,10677,12280,12821,13195,12627,15610,15575,16449,15930,17171,17091,18176,17466,15652,14183,13609,13504,12830,11900,11651,11742,11304,11791,14757,11160,12926,12673,14016,13887,15174,9865,10561,9727,9223,9243,7776,7165,7609,9679,8680,11912,11214,11554,11684,12491,12563,10185,9460,10194,9852,11209,11430,11807,12942,13406,14228,15547,15309,15980,16482,17643,16424,14492,14273,13189,6675,7150,8474,10571,9168,9836,1814,2846,5200,6936,5429,6235,6993,8671,8630,10844,10545,3991,4917,5632,7277,7552,8354,8856,9291,6671,7188,8379,8824,9947,9805,10108,10084,10935,10069,10979,13060,12446,13202,14386,15972,15953
35,9897,9911,9065,8826,8580,8550,7917,7588,9238,9950,10511,10800,11114,11733,12237,11769,10944,10686,10549,9883,8752,7736,6982,6233,6423,5949,6487,5007,4634,3166,2861,2459,1480,1437,1178,1,870,1909,2583,3460,5871,5345,5488,6185,7242,8497,8933,9739,10184,12264,11093,10944,10911,10458,11613,11424,11572,12187,12970,13798,13688,13354,13111,12595,11687,10943,10909,10664,10336,9031,9534,8105,8934,8764,9454,9625,9797,8493,7558,7085,6399,6402,5210,5525,7017,6147,7523,8025,9882,9221,8439,9122,7301,7369,6683,7344,8146,8645,9714,9788,10206,11809,12350,12724,12156,15521,15486,16360,15841,17082,17002,18087,17377,15563,14094,13520,13415,12741,11811,11562,11653,11215,11702,14668,11071,12837,12584,14651,14552,16074,10765,11185,10727,10223,10123,8656,8045,8489,10279,9142,12220,11522,11862,11992,12799,12871,10059,9334,9723,9381,10738,10959,11336,12471,12935,13757,15076,14838,15509,16011,17172,15953,14021,13735,13100,6586,7061,8385,10793,9079,9747,2625,3712,5858,7802,4958,5764,6522,8078,8159,10373,10074,4242,4808,5940,7454,7860,8633,9164,9599,6200,6717,7908,8353,9476,9334,9637,9613,10464,10256,11166,13368,12754,13510,14199,15785,15766
36,9455,9469,8623,8423,8177,8032,8151,7822,9472,10184,10745,11034,11348,11967,12471,12003,11178,10920,10783,10117,8986,7970,7216,6467,6657,6183,6721,4880,4507,3039,2734,2693,1714,1671,973,1002,119,1529,2203,3080,5491,4965,5046,5805,6862,8117,8491,9359,9804,11822,10690,10541,10508,10692,11847,11658,11806,12421,13204,14032,13922,13588,13345,12829,11921,11177,11143,10898,10570,9265,9768,8339,9168,8998,9688,9409,9581,8277,7342,6903,6217,6220,4723,5038,6530,5311,6681,7106,9395,8734,7952,8635,6814,6989,6303,6964,7766,8265,9334,9408,9826,11429,11970,12344,11714,15755,15720,16594,16075,17316,17236,18321,17611,15797,14328,13754,13649,12975,12045,11796,11887,11449,11936,14902,11305,13071,12818,14885,14786,15858,10549,11214,10380,9876,9896,8429,7818,8262,9437,8300,11301,10603,10943,11073,11880,11952,9572,8847,9343,9001,10358,10579,10956,12091,12555,13377,14696,14458,15129,15631,16792,15511,13579,13332,13005,6820,7295,8619,11027,9313,9981,2498,3530,5676,7620,4578,5384,6142,7698,7779,9993,9694,3378,4321,5021,6535,6941,7791,8245,8680,5820,6337,7528,7973,9096,8954,9257,9233,10084,9769,10679,12449,11835,12591,13321,14907,14888
37,8849,8863,8017,8147,8403,8258,9501,9748,11398,12110,12671,12960,13274,13893,14397,13929,13104,12846,12709,12043,10912,9833,9079,8393,8583,7591,7332,5836,5463,3995,3690,4619,3640,3597,2611,2505,2007,1,604,1481,4497,3971,4267,4811,5868,7123,7885,8365,8810,11216,10271,10824,10734,10649,13773,13584,13732,14347,15130,15958,15848,15514,15271,14755,13847,13103,13069,12824,12496,11191,11694,10265,11094,10406,11096,10365,10537,9233,8298,7859,7173,7176,5587,5902,6095,4236,5612,6045,8299,7638,6856,7539,5718,5390,5309,5970,6772,7271,8340,8414,8832,10435,10976,11350,11108,17681,17646,18520,18001,19242,19162,20247,19537,17723,16254,15680,15575,14901,13971,13722,13295,12857,13344,16310,12713,14479,14226,15656,15527,16814,11505,12170,11291,10787,10852,9385,8774,9117,8368,7231,10240,9542,9882,10012,10819,10891,8476,7751,8349,8007,9364,9585,9962,11097,11561,12383,13702,13464,14135,14637,15798,14905,12973,13257,13231,8228,8703,10027,12211,10721,11389,3454,4486,6632,8576,2979,3785,5148,6099,6785,8999,8700,2263,3143,3925,5439,5845,6722,7184,7619,4826,5343,6534,6979,8102,7960,8263,8239,9090,8673,9583,11388,10774,11530,12219,13805,13786
38,8246,8260,7414,7544,8075,7930,9173,9538,11188,11900,12461,12750,13064,13683,14187,13719,12894,12636,12499,11833,10702,9623,8869,8183,8373,7899,7816,6320,5947,4479,4174,4371,3430,3387,3128,2718,2206,1109,1,878,3894,3368,3664,4208,5265,6520,7282,7762,8207,10613,9668,10221,10502,10321,13563,13374,13522,14137,14920,15748,15638,15304,15061,14545,13637,12893,12859,12614,12286,10981,11484,10055,10884,10714,11404,10849,11021,9717,8782,8343,7657,7660,6066,6381,6513,4660,5008,5442,7442,7029,6247,6930,5109,4787,4706,5367,6169,6668,7737,7811,8229,9832,10373,10747,10505,17471,17436,18310,17791,19032,18952,20037,19327,17513,16044,15470,15365,14691,13761,13512,13603,13165,13652,16618,13021,14787,14534,16140,16011,17298,11989,12654,11709,11205,11721,9869,9217,9535,8786,7649,9637,8939,9279,9409,10216,10288,7867,7142,7746,7404,8761,8982,9359,10494,10958,11780,13099,12861,13532,14034,15195,14302,12370,12654,12903,8536,9011,10335,12743,11029,11697,3938,4970,7116,9060,2376,3182,4545,5496,6182,8396,8097,1660,2665,3285,4961,5269,6207,6581,7016,4223,4740,5931,6376,7499,7357,7660,7636,8487,7816,8726,10785,10171,10927,11616,13202,13183
